driver_id,avg_speed_kph,max_speed_kph,speed_std,speed_safety_score,harsh_braking_events,harsh_acceleration_events,braking_safety_score,acceleration_safety_score,consistency_score,overall_safety_score,avg_acceleration,max_acceleration,min_acceleration,total_distance_km,total_trips,avg_trip_duration,speeding_events,night_driving_ratio,weekend_driving_ratio,phone_usage_events,harsh_cornering_events,driver_profile,discount_eligible,discount_tier,estimated_premium,annual_savings
D0010,85.28582104234674,152.97904166241196,19.767401708908988,49.42835791530652,1,1,97,97,60.465196582182024,75.97338862437213,-0.0004913317621073796,3.0835144952498394,-3.0067827765636634,497.2163366768815,15,233.2,2101,0.3870941923297139,0.6481908692323457,0,0,poor,False,0,1100.0,0.0
D0011,65.34289321564869,109.19530722836558,11.969444785324947,89.31421356870263,0,0,100,100,76.06111042935011,91.34383099951317,-5.181870600097474e-05,1.7799348033936344,-1.6492582551483423,453.47967891660187,15,277.6,453,0.03917055648893307,0.06688736601422636,0,0,good,True,3,770.0,330.0
D0012,85.20992167292304,150.61850132428137,19.885437685832585,49.58015665415391,0,1,100,97,60.22912462833483,76.70232032062219,-0.0008537322188050176,2.9780152434303444,-2.5924122998175725,481.43605745201523,15,226.0,2064,0.23602916813476327,0.14159918411409553,0,0,poor,False,0,1100.0,0.0
D0013,75.04588093070672,123.20612638564069,14.825760185554582,69.90823813858657,0,0,100,100,70.34847962889083,85.06417944186936,1.1154123932761403e-06,2.11172151986933,-1.994613298083562,458.530332486618,15,244.4,1353,0.26487407067439434,0.36278661596685524,1,1,average,False,0,1100.0,0.0
D0014,65.07818713081316,107.67411006018206,12.129945660992991,89.84362573837367,0,0,100,100,75.74010867801402,91.39593360409694,0.00021514865795516414,1.6520479779621282,-1.7724572584164575,367.69175728909437,15,226.0,380,0.39572948568904637,0.3013050634359234,0,0,good,True,3,770.0,330.0
D0015,55.030258383008814,84.26323236125388,8.12613757985192,100.0,0,0,100,100,83.74772484029616,95.93693121007404,0.0003790171339961667,1.1528267935692469,-1.0619992983513369,366.50152083083873,15,266.4,4,0.3303068582471294,0.4506767317629689,0,0,excellent,True,3,770.0,330.0
D0016,85.36217752172189,150.38385867230983,19.696672489197383,49.27564495655622,2,1,94,97,60.606655021605235,75.22057499454036,0.0014897402758731492,2.800424718252968,-2.821550434690399,568.5121022946678,15,266.4,2431,0.09620756882414885,0.17787537055047317,0,1,poor,False,0,1100.0,0.0
D0017,84.47359730078742,160.0,20.027886722179385,51.052805398425164,0,0,100,100,59.94422655564123,77.7492579885166,0.00014344102081711722,2.7840872898861844,-2.817154640578125,544.8547025900788,15,258.0,2267,0.33909143101628353,0.18280078892017038,1,1,poor,False,0,1100.0,0.0
D0018,64.52393441647769,117.93482593666177,12.006430727961485,90.95213116704463,0,0,100,100,75.98713854407703,91.73481742778041,-0.00011340096395396087,1.7932330893337023,-1.6921399283157492,445.8603868178608,15,276.4,387,0.19367905270556637,0.4331789352293955,0,2,good,True,3,770.0,330.0
D0019,65.1810180741076,105.96979991929136,11.917238005559726,89.6379638517848,0,0,100,100,76.16552398888055,91.45087196016632,-0.00030073100871267467,1.5612585708060875,-1.777525098418932,454.3116959765299,15,278.8,457,0.39051018571843144,0.1802267208561613,0,1,good,True,3,770.0,330.0
D0020,54.959532073374554,84.85118915249377,8.077103281792052,100.0,0,0,100,100,83.8457934364159,95.96144835910397,0.00033270229388287115,1.2143699788677813,-1.127545338952955,306.67418896943,15,223.2,6,0.054238596698955796,0.7289335452727236,1,0,excellent,True,3,770.0,330.0
D0021,74.93356170417528,134.23608280781437,14.945403233491463,70.13287659164945,0,0,100,100,70.10919353301708,85.06051753116662,0.00015006876103524754,2.122772205397728,-2.214327748883325,444.35602090575935,15,237.2,1290,0.1040683651803298,0.4320401610140024,0,0,average,True,1,990.0,110.0
D0022,65.05627714772302,105.16675176992618,11.993467696117907,89.88744570455395,0,0,100,100,76.01306460776419,91.47512757807954,-0.00035994349730625444,1.6607024383323037,-1.4812255256424445,459.9478794344018,15,282.8,456,0.15452688572028286,0.5196759806244438,0,1,good,True,3,770.0,330.0
D0023,55.04052933269126,83.90088084932444,8.08951040297789,100.0,0,0,100,100,83.82097919404421,95.95524479851105,0.00047095279822254835,1.0029042492644555,-1.099115279064898,357.2130353691663,15,259.6,2,0.35957928167579145,0.04812905522039128,1,0,excellent,True,3,770.0,330.0
D0024,64.89478367982566,106.71390463716284,12.056682010635372,90.21043264034867,0,0,100,100,75.88663597872926,91.52426715476949,-0.0001911191086767169,1.5650011851135868,-1.7812094270803611,425.0608331028581,15,262.0,410,0.1326496721018457,0.2984326101399215,0,1,good,True,3,770.0,330.0
D0025,55.00473840771723,82.30983168829934,8.104572486426324,100.0,0,0,100,100,83.79085502714736,95.94771375678684,0.00010998140232782506,1.0657046030162594,-1.1109329644964572,372.93212640432284,15,271.2,3,0.21877045842202197,0.3357103037754852,1,0,excellent,True,3,770.0,330.0
D0026,64.94438675981272,105.17854736097084,11.917861736987156,90.11122648037457,0,0,100,100,76.16427652602569,91.56887575160006,-0.00035352659403453755,1.518030241223706,-1.764742818191661,366.93578519294186,15,226.0,340,0.07439678969792861,0.29649435449299477,1,1,good,True,3,770.0,330.0
D0027,75.15236869082321,130.08656277900175,15.101503926847197,69.69526261835358,0,0,100,100,69.7969921463056,84.87306369116479,0.0003150331972990925,2.192003508053232,-1.9854875717036145,519.3028676535884,15,276.4,1541,0.06645452225787615,0.07577134893577042,0,0,average,False,0,1100.0,0.0
D0028,55.059477087131334,81.19782752835786,8.098069352645883,100.0,0,0,100,100,83.80386129470824,95.95096532367705,-0.0002177462930087471,1.1707386176409669,-1.1069629858288244,313.2884246257773,15,227.6,2,0.2087304294857757,0.2809700722595693,0,0,excellent,True,3,770.0,330.0
D0029,55.144096999036165,84.7902881752587,7.955226830515204,100.0,0,0,100,100,84.0895463389696,96.0223865847424,-0.0005430758478460928,0.9764681280949564,-1.1606146086891913,276.8233669351616,15,200.8,2,0.4512648206875534,0.2603631564493028,0,1,excellent,True,3,770.0,330.0
D0030,54.79651241613642,83.46716453048636,7.873147841921976,100.0,0,0,100,100,84.25370431615605,96.063426079039,0.00017856331845734783,1.0829029826927845,-1.0938702582661934,337.5465164834004,15,246.4,7,0.13940686241799466,0.23468586415179538,2,0,excellent,True,1,990.0,110.0
D0031,54.818830350139386,81.57703540802694,7.890143756900514,100.0,0,0,100,100,84.21971248619897,96.05492812154975,0.00023902897536603643,1.0168813104814058,-1.086680323980426,391.9546370034966,15,286.0,1,0.1798520962809829,0.3271710335186823,2,0,excellent,True,1,990.0,110.0
D0032,74.80226003006842,125.7763203373396,15.111732254964467,70.39547993986315,0,0,100,100,69.77653549007107,85.04300385748355,0.0005976723604874477,1.9303758971551723,-2.00289249192318,510.1514134050666,15,272.8,1492,0.14462560833302907,0.3282016811533856,1,0,average,True,1,990.0,110.0
D0033,55.08725284631707,84.12960532670043,7.870480502149438,100.0,0,0,100,100,84.25903899570112,96.06475974892528,-2.355834541924354e-05,1.1477662081460207,-1.1752440044091397,368.5337215418612,15,267.6,4,0.0980885620327274,0.26561973362911423,0,0,excellent,True,3,770.0,330.0
D0034,65.01795310125068,111.65489391541752,11.877974926351936,89.96409379749863,0,0,100,100,76.24405014729612,91.55203598619869,6.589085412550767e-05,1.7567461608348942,-2.186953653208234,440.8217220264796,15,271.2,406,0.2134864695434947,0.29361780323357306,1,0,good,True,3,770.0,330.0
D0035,65.01281932916456,104.8751455797923,12.163921073178365,89.97436134167089,0,0,100,100,75.67215785364327,91.41162979882854,-0.0003466093237144135,1.7306539557091851,-1.7018839458820072,445.3378124047772,15,274.0,439,0.24708803315324412,0.39697775781962125,0,0,good,True,3,770.0,330.0
D0036,64.76845045927648,107.76518765896606,12.001976476640857,90.46309908144704,0,0,100,100,75.99604704671829,91.61478653204132,0.00047992970300580855,1.617091064425373,-1.6224757561779062,446.25462366441496,15,275.6,424,0.3917697462997321,0.2742522253000765,0,0,good,True,3,770.0,330.0
D0037,55.134469851583205,82.9155129017651,7.840974548357629,100.0,0,0,100,100,84.31805090328474,96.07951272582119,-0.00029124205817479244,1.1351614752964914,-1.037862502081202,303.2395841837076,15,220.0,2,0.23263014511732766,0.16451398252364152,0,1,excellent,True,3,770.0,330.0
D0038,54.936821828216516,84.52371678315355,8.051520281144903,100.0,0,0,100,100,83.8969594377102,95.97423985942754,-0.00011770771411735701,1.0258999024729956,-0.9395837088738944,298.85631074549786,15,217.6,4,0.18065795715053404,0.22607446459315272,0,1,excellent,True,3,770.0,330.0
D0039,64.65939189846625,107.50302692194916,11.922712754954587,90.68121620306749,0,0,100,100,76.15457449009082,91.70894767328957,0.00014583289307960602,1.591824015225601,-1.4935950386189203,371.791503416181,15,230.0,338,0.29177742196411316,0.12355118212980276,0,0,good,True,3,770.0,330.0
D0040,65.13395197682621,105.30239444578488,12.187493253347895,89.73209604634758,0,0,100,100,75.62501349330421,91.33927738491295,0.00041348230825276984,1.83017504337281,-1.742457292643121,401.8764836970177,15,246.8,419,0.2447011934300374,0.3983485877677372,0,0,good,True,3,770.0,330.0
D0041,75.14391665758805,122.23264170537595,14.953335447490906,69.7121666848239,0,0,100,100,70.09332910501819,84.95137394746052,0.0005019332127427532,2.0724782446032,-2.169491254060521,500.45848493953645,15,266.4,1465,0.12007242035182103,0.5955465697843366,0,0,average,False,0,1100.0,0.0
D0042,74.96583382476848,126.97860423696338,15.126754759664413,70.06833235046304,0,0,100,100,69.74649048067117,84.95370570778356,0.0002560486308249367,1.9965619644625303,-2.0824038635073565,634.2109541575413,15,338.4,1879,0.29214937086819287,0.47619135843717,1,1,average,True,1,990.0,110.0
D0043,55.028276283807045,85.55994884551728,8.22298953712437,100.0,0,0,100,100,83.55402092575126,95.88850523143782,0.00039564209121210095,1.1949256421651946,-1.325552565556047,324.1165473116235,15,235.6,5,0.24512409499044252,0.490775583540643,0,0,excellent,True,3,770.0,330.0
D0044,54.99036261885162,91.06567702592432,8.07471572216448,100.0,0,0,100,100,83.85056855567103,95.96264213891776,0.00032750970924532135,1.119576093752857,-1.272654459478571,348.0889953773308,15,253.2,7,0.11961766669887763,0.46899658978988107,0,0,excellent,True,3,770.0,330.0
D0045,64.8378900355263,110.51853500241576,12.040854564528107,90.3242199289474,0,0,100,100,75.91829087094379,91.5606276999728,0.0001559752963342203,1.6692269526205898,-2.0172453143394025,413.66573842665775,15,255.2,390,0.25418538277208913,0.25769154695352275,0,0,good,True,3,770.0,330.0
D0046,54.74046859625968,82.65239727855953,7.886333328860629,100.0,0,0,100,100,84.22733334227874,96.05683333556968,-0.00018814533528370035,1.1204272311590375,-1.304600910500872,285.19784138651295,15,208.4,3,0.052575848465196764,0.3605129941925249,0,0,excellent,True,3,770.0,330.0
D0047,84.9482835814907,160.0,20.2185581103354,50.1034328370186,0,0,100,100,59.5628837793292,77.41657915408695,-6.667532226928032e-05,2.6914207966287207,-3.205859236961777,507.99073581731443,15,239.2,2156,0.2266637760794833,0.41729450656234185,1,0,poor,False,0,1100.0,0.0
D0048,55.042040652036526,83.20009257359293,8.073742337534993,100.0,0,0,100,100,83.85251532493001,95.9631288312325,-0.0001432917353921513,0.993218017036512,-1.0101974331429722,364.3783091164818,15,264.8,4,0.33679874698367773,0.1975137811611114,0,0,excellent,True,3,770.0,330.0
D0049,64.94951423878948,105.90223473287904,12.16425488622872,90.10097152242105,0,0,100,100,75.67149022754256,91.4431154374909,0.0007742423732692722,1.8813603218743336,-2.025893037553144,397.49102714139156,15,244.8,399,0.1797818980237885,0.44642022569378453,0,0,good,True,3,770.0,330.0
D0050,55.04163564502266,82.06056022158569,8.059597165120817,100.0,0,0,100,100,83.88080566975836,95.9702014174396,0.00012325428847980663,1.1934863665729607,-1.0927448345295976,388.04353129740974,15,282.0,3,0.19168168914273442,0.2787650342709643,0,2,excellent,True,3,770.0,330.0
D0051,65.07128617392779,103.59701074705652,11.954831380747375,89.85742765214442,0,0,100,100,76.09033723850524,91.48694122266242,-9.245519037916756e-05,1.8150462733094457,-1.5473194885709365,471.1161118992371,15,289.6,456,0.4626325704097201,0.3192132341731276,0,1,good,True,3,770.0,330.0
D0052,64.8122183570744,107.65969848048144,11.761395207559756,90.3755632858512,0,0,100,100,76.47720958488048,91.71319321768291,-8.774354172112903e-05,1.6310005149316953,-1.741381596986906,383.0402104903097,15,236.4,343,0.23577095471267456,0.14426908667008484,0,0,good,True,3,770.0,330.0
D0053,74.52764070243643,121.38545829931928,14.816384781396396,70.94471859512714,0,0,100,100,70.36723043720721,85.3279872580836,-9.937665670642256e-05,2.373971452046347,-1.961292827800363,403.93981260720545,15,216.8,1164,0.19698574977673744,0.11791941542289348,0,0,average,True,1,990.0,110.0
D0054,74.71746459855481,129.26571877978222,15.025845326285738,70.56507080289038,0,0,100,100,69.94830934742852,85.12834503757972,-0.0002689450026398409,1.928403747980288,-2.1658710531116383,425.1423735657769,15,227.6,1266,0.2725931822376117,0.09126619229687226,0,0,average,True,1,990.0,110.0
D0055,55.04116670514873,84.18096593132275,7.96907571117105,100.0,0,0,100,100,84.0618485776579,96.01546214441447,5.259596754178779e-05,1.2026759133038911,-1.0986104701056014,331.3478235649954,15,240.8,3,0.4941446067628088,0.2674188338589362,2,0,excellent,True,1,990.0,110.0
D0056,54.98511953376223,81.31478269036,8.076967499020618,100.0,0,0,100,100,83.84606500195876,95.9615162504897,-0.0006218354926992873,1.196421756826855,-1.22740622499614,370.5997056575574,15,269.6,1,0.19890811052275667,0.17996752117957598,1,0,excellent,True,3,770.0,330.0
D0057,64.77079184213648,105.33371924104183,12.226255719323571,90.45841631572705,0,0,100,100,75.54748856135285,91.50147621926997,-0.00046890886238236135,1.765960682733842,-1.7724364699073156,369.8412214185993,15,228.4,368,0.20707319368679739,0.30798897851408874,0,0,good,True,3,770.0,330.0
D0058,65.45566393593639,111.7533785818109,12.167942483907531,89.08867212812723,0,0,100,100,75.66411503218494,91.18819679007804,-0.0006881983308724695,1.839795111236355,-1.5650504143292696,377.02462427099357,15,230.4,413,0.10890678078526593,0.25466856809004107,0,1,good,True,3,770.0,330.0
D0059,54.990196748582946,83.82177236793547,8.0769508367744,100.0,0,0,100,100,83.8460983264512,95.96152458161279,-1.0088329697621848e-06,1.0727202749734783,-1.1620396786986262,295.84725850737624,15,215.2,6,0.4986382493648282,0.2978690800962486,0,2,excellent,True,3,770.0,330.0
D0060,65.1555719558314,108.92805065856788,11.712819234402204,89.68885608833719,0,0,100,100,76.57436153119559,91.56580440488318,0.0007395481414124132,1.591512900899649,-1.9941871553930677,461.9530051668446,15,283.6,431,0.07779629187694437,0.18456427387637098,0,0,good,True,3,770.0,330.0
D0061,75.29352864167993,124.1912074396977,15.119395088240685,69.41294271664015,0,0,100,100,69.76120982351863,84.7935381350397,0.0005771312469434502,2.184452626742984,-2.1347762243578505,501.4549007535883,15,266.4,1526,0.19264421571321935,0.1260221209704535,1,1,average,False,0,1100.0,0.0
D0062,54.802602065206784,87.84942047367366,7.962351167862687,100.0,0,0,100,100,84.07529766427463,96.01882441606865,0.00013506469302278042,1.0926021054344974,-1.098103265747788,320.0471960608076,15,233.6,1,0.1270584503636092,0.2962151698315509,0,0,excellent,True,3,770.0,330.0
D0063,54.9501324681612,81.69371768665161,7.852439183030559,100.0,0,0,100,100,84.29512163393888,96.07378040848472,-2.7633399378954127e-05,1.197386021319736,-1.025002603059593,328.601792159604,15,239.2,2,0.21806980098682388,0.10137571954727559,0,0,excellent,True,3,770.0,330.0
D0064,54.98064505682306,86.07911038929626,8.0552931133658,100.0,0,0,100,100,83.8894137732684,95.9723534433171,-0.00011422725907895104,1.0776983499431203,-1.1137047462523224,340.87999935230295,15,248.0,3,0.4807424491542918,0.1217421496417519,0,0,excellent,True,3,770.0,330.0
D0065,75.36872160474532,126.5704953111796,14.919392502931753,69.26255679050936,0,0,100,100,70.16121499413649,84.85594294616146,-0.0004133437452597502,1.9153313714946565,-2.003578427848381,462.0102634370888,15,245.2,1387,0.09291954866691408,0.574792901094724,2,0,average,False,0,1100.0,0.0
D0066,54.98859190838584,79.73345184815864,8.084170725747118,100.0,0,0,100,100,83.83165854850577,95.95791463712644,-0.0006605191137804913,1.26144353868828,-1.2018880348302847,349.1775586182501,15,254.0,0,0.14361291743524934,0.400052816130734,1,0,excellent,True,3,770.0,330.0
D0067,65.30987404922122,109.0406444175248,11.957612976275234,89.38025190155756,0,0,100,100,76.08477404744953,91.36625648725177,-0.00018774894009560705,1.7663557568842798,-1.800266587683972,453.25052590159527,15,277.6,468,0.16010268236812025,0.31169982812236663,1,0,good,True,3,770.0,330.0
D0068,54.86267301700432,88.32000604147314,8.060228952733265,100.0,0,0,100,100,83.87954209453346,95.96988552363337,-0.0005312117172057774,1.074383722513268,-1.24446355444504,430.6719831834839,15,314.0,3,0.41175772536472693,0.35181599483358145,0,2,excellent,True,3,770.0,330.0
D0069,74.81005486910033,135.84327327484024,15.306481712025027,70.37989026179935,0,0,100,100,69.38703657594995,84.94173170943732,-0.00037714632182977433,1.965219152073824,-2.0772539892242383,501.97546817166324,15,268.4,1455,0.22578464431656614,0.17360655125857732,1,0,average,True,1,990.0,110.0
D0070,75.05123663663599,127.42871597921388,15.220162213258268,69.89752672672802,0,0,100,100,69.55967557348346,84.86430057505287,0.00019952941944340912,2.11298029858299,-2.11841463861534,448.8063950870832,15,239.2,1358,0.4575708593484855,0.10491111499705166,2,0,average,False,0,1100.0,0.0
D0071,54.929547079511245,83.6739235792827,8.006163038197089,100.0,0,0,100,100,83.98767392360583,95.99691848090146,-9.643719812271445e-05,1.0744123426156436,-1.1846214824610046,360.8871243123889,15,262.8,1,0.09339874933073228,0.10991987041169547,0,0,excellent,True,3,770.0,330.0
D0072,64.88024627902313,108.24526506496623,11.862592506216645,90.23950744195375,0,0,100,100,76.27481498756671,91.62858060738012,0.0005124561867850685,1.539684892341946,-1.565778599517642,389.93028013692896,15,240.4,359,0.11993701824505608,0.2510433424680529,0,0,good,True,3,770.0,330.0
D0073,55.10654932460567,80.00285878825305,7.914492893416541,100.0,0,0,100,100,84.17101421316691,96.04275355329173,0.0006252981897446004,1.0772230557154985,-1.1582696177887928,282.6965980352271,15,205.2,1,0.2609484112588407,0.3143250378775254,0,0,excellent,True,3,770.0,330.0
D0074,75.28203525234979,136.73735924581578,14.680575346060444,69.43592949530043,0,0,100,100,70.63884930787911,85.0186947007949,0.00045484342509511305,2.6550137086278625,-1.8973733051158717,397.48914613240686,15,211.2,1177,0.4361762064907019,0.6228287844666526,0,1,average,False,0,1100.0,0.0
D0075,64.71604259874617,103.23878678459997,11.929855884034762,90.56791480250766,0,0,100,100,76.14028823193047,91.67705075860952,-0.0003351479302237108,1.5265989787945873,-1.569050674507735,381.8246513326024,15,236.0,355,0.28880078534073816,0.23392404360630736,0,0,good,True,3,770.0,330.0
D0076,74.92558010002456,126.33108998937956,14.60510046443475,70.14883979995088,0,0,100,100,70.7897990711305,85.23465971777036,0.00033056564878505715,1.7950516265162286,-2.226284947644643,485.5177590481592,15,259.2,1430,0.389460221026428,0.24055558997534668,2,0,average,True,1,990.0,110.0
D0077,74.55429608412685,125.58955344058931,14.851278382161693,70.8914078317463,0,0,100,100,70.29744323567661,85.29721276685572,-0.001256532630342045,2.1501578228597227,-1.9671707136539236,448.81686242644366,15,240.8,1305,0.07040832976256343,0.15664116375907278,2,0,average,True,1,990.0,110.0
D0078,54.97174256575755,83.92495007512616,8.019999013803073,100.0,0,0,100,100,83.96000197239385,95.99000049309846,-0.000183399419008693,1.153696424050319,-1.0518160024694003,311.6897803478453,15,226.8,6,0.13894807464380327,0.21664198755122296,0,0,excellent,True,3,770.0,330.0
D0079,65.12649602530912,110.31585147805498,12.148271361728996,89.74700794938175,0,0,100,100,75.70345727654201,91.36261630648094,0.0014730039399641608,1.8018168233180865,-1.7026543201391966,349.72928365591,15,214.8,360,0.0907973249385556,0.2323618959311771,0,0,good,True,3,770.0,330.0
D0080,74.98516233939513,128.53240484462597,14.9495061740069,70.02967532120974,0,0,100,100,70.1009876519862,85.03266574329899,-0.00021593332633915011,2.740147791013432,-2.0515395575189985,509.8991039078869,15,272.0,1491,0.2617741626342519,0.1055766052897943,0,0,average,True,1,990.0,110.0
D0081,84.86586743387718,150.17671532552686,19.988572726215406,50.26826513224563,0,0,100,100,60.02285454756919,77.5727799199537,0.000570261634095404,2.6039113643153966,-2.7820722390734263,584.7258266194137,15,275.6,2496,0.3588710236276563,0.3277511925513463,1,1,poor,False,0,1100.0,0.0
D0082,55.10395754416667,78.53254856142078,8.015492469138026,100.0,0,0,100,100,83.96901506172395,95.99225376543099,9.789292158763566e-05,1.1371758536069314,-1.1188483250479455,371.4006738476834,15,269.6,0,0.11242902126898424,0.25184595344878535,1,1,excellent,True,3,770.0,330.0
D0083,64.91073512201454,111.97004019246174,11.951857640475327,90.17852975597091,0,0,100,100,76.09628471904935,91.56870361875505,0.0005488513972062327,1.9237196100790577,-2.092245410573141,450.48050174678093,15,277.6,437,0.18577009671885192,0.2515400411558377,0,0,good,True,3,770.0,330.0
D0084,54.80942479683196,83.12959471339914,8.034248323079307,100.0,0,0,100,100,83.93150335384138,95.98287583846034,0.00010889047681077982,1.0849789053863357,-1.1017525393047565,380.92550233798215,15,278.0,5,0.37210694292025653,0.6441392586535878,0,0,excellent,True,3,770.0,330.0
D0085,85.47092694938146,160.0,19.52481756266397,49.05814610123707,0,1,100,97,60.95036487467206,76.75212774397728,0.0005453350196751094,2.7284395169824838,-2.6118005301818257,579.4928847168063,15,271.2,2519,0.07670745201254847,0.2697767898349998,1,0,poor,False,0,1100.0,0.0
D0086,55.09340080124916,83.77284461823616,8.04844066122408,100.0,0,0,100,100,83.90311867755184,95.97577966938796,0.00038901777748621735,1.080536582678713,-1.119353387148984,260.5917857899085,15,189.2,4,0.031485213676870356,0.5293089353414545,0,0,excellent,True,3,770.0,330.0
D0087,55.17946371142823,85.80208612393582,8.144290785856972,100.0,0,0,100,100,83.71141842828605,95.92785460707151,-1.4853105905495558e-05,1.1581497793931257,-1.2246531581816005,406.12085291611174,15,294.4,6,0.06688833396283865,0.4230669173641445,1,0,excellent,True,3,770.0,330.0
D0088,75.08973437543443,134.5420517530933,15.033841216432647,69.82053124913114,0,0,100,100,69.9323175671347,84.93821220406646,-0.00018090689541665284,2.352418398345032,-1.9693090175771888,503.10122031541067,15,268.0,1490,0.2574002417933759,0.33512691541513495,1,0,average,False,0,1100.0,0.0
D0089,75.0817551743095,126.90723857146284,15.369970636376628,69.83648965138099,0,0,100,100,69.26005872724674,84.77413709465694,0.00022124454180783162,1.94965530118369,-2.068313723308527,530.8280090823682,15,282.8,1587,0.029289935494067575,0.10713046942793121,0,0,average,False,0,1100.0,0.0
D0090,55.14947407349951,85.19361431475397,7.842690666135847,100.0,0,0,100,100,84.31461866772831,96.07865466693208,-0.00023751450768780432,1.0704687903296637,-1.1636709045982725,308.2855600708623,15,223.6,3,0.13917005027030308,0.43637318474101805,1,1,excellent,True,3,770.0,330.0
D0091,64.72866928015488,106.42875526243954,12.048012880299055,90.54266143969025,0,0,100,100,75.90397423940189,91.61165891977305,-0.00045644055796787954,1.5538226262507078,-1.7152654818587798,423.9727837850144,15,262.0,413,0.14634223213455408,0.2441353427555153,2,0,good,True,1,990.0,110.0
D0092,64.95737974208895,106.65323772502254,12.153472348263083,90.08524051582211,0,0,100,100,75.69305530347384,91.44457395482398,0.00031205582874617346,1.5721997350728183,-1.8199966758913189,412.4793613622648,15,254.0,406,0.25568144477859156,0.32844503281491844,0,0,good,True,3,770.0,330.0
D0093,64.80661251051006,106.138750383103,12.002150861251806,90.38677497897987,0,0,100,100,75.99569827749639,91.59561831411906,0.0005484303657033165,1.8952084583986952,-1.493072824287342,383.00707993711444,15,236.4,355,0.07160977989301873,0.608541944491339,0,1,good,True,3,770.0,330.0
D0094,75.04876917019531,137.43606629626623,15.267385641219397,69.90246165960937,0,0,100,100,69.4652287175612,84.84192259429264,0.0007544672510318522,2.0764069550501167,-2.8339292642624136,462.30041808840315,15,246.4,1393,0.15064407347503658,0.4558363889819986,0,0,average,False,0,1100.0,0.0
D0095,55.16598079290155,81.76675607832617,7.944310353311172,100.0,0,0,100,100,84.11137929337765,96.02784482334441,0.00028200282360340694,0.998135780764398,-1.0982312026833143,438.01788749563826,15,317.6,7,0.07050568999320966,0.2586520479069578,0,0,excellent,True,3,770.0,330.0
